"order" "species" "adult_body_mass_g" "adult_head_body_len_mm" "home_range_km2" "litter_size"
"Primates" "Symphalangus syndactylus" 10839 824.99 0.22 1.02
"Rodentia" "Synaptomys borealis" 21.3 NA NA 4.27
"Rodentia" "Synaptomys cooperi" 28.01 105.5 0.000847162 3.09
"Artiodactyla" "Syncerus caffer" 592665.98 2525.86 63.73 1.08
"Rodentia" "Syntheosciurus brochus" NA 162 NA NA
"Monotremata" "Tachyglossus aculeatus" 4499.97 375 0.44 1
"Rodentia" "Tachyoryctes ankoliae" NA NA NA NA
"Rodentia" "Tachyoryctes annectens" NA NA NA NA
"Rodentia" "Tachyoryctes audax" NA NA NA NA
"Rodentia" "Tachyoryctes daemon" NA NA NA NA
"Rodentia" "Tachyoryctes ibeanus" NA NA NA NA
"Rodentia" "Tachyoryctes macrocephalus" 621.88 209 NA 1
"Rodentia" "Tachyoryctes naivashae" NA NA NA NA
"Rodentia" "Tachyoryctes rex" NA NA NA NA
"Rodentia" "Tachyoryctes ruandae" NA NA NA 1.4
"Rodentia" "Tachyoryctes ruddi" NA NA NA NA
"Rodentia" "Tachyoryctes spalacinus" NA NA NA NA
"Rodentia" "Tachyoryctes splendens" 227.13 197.65 7.80443e-05 1.41
"Rodentia" "Tachyoryctes storeyi" NA NA NA NA
"Chiroptera" "Tadarida aegyptiaca" 17.63 75 NA 0.99
"Chiroptera" "Tadarida australis" 36.4 NA NA 1
"Chiroptera" "Tadarida brasiliensis" 12.61 41.49 NA 1.11
"Chiroptera" "Tadarida lobata" NA NA NA NA
"Chiroptera" "Tadarida teniotis" 28.07 84 NA 0.98
"Chiroptera" "Tadarida ventralis" NA NA NA NA
"Rodentia" "Taeromys arcuatus" NA NA NA NA
"Rodentia" "Taeromys callitrichus" NA NA NA NA
"Rodentia" "Taeromys celebensis" NA NA NA NA
"Rodentia" "Taeromys hamatus" NA NA NA NA
"Rodentia" "Taeromys microbullatus" NA NA NA NA
"Rodentia" "Taeromys punicans" NA NA NA NA
"Rodentia" "Taeromys taerae" NA NA NA 4.37
"Soricomorpha" "Talpa altaica" NA 169.5 NA 4.59
"Soricomorpha" "Talpa caeca" 71.08 120 NA NA
"Soricomorpha" "Talpa caucasica" NA NA NA NA
"Soricomorpha" "Talpa davidiana" NA 140 NA 3.49
"Soricomorpha" "Talpa europaea" 87.53 129.99 0.002281811 3.89
"Soricomorpha" "Talpa levantis" NA NA NA NA
"Soricomorpha" "Talpa occidentalis" 49.47 NA NA NA
"Soricomorpha" "Talpa romana" 92.5 145.45 0.002738746 NA
"Soricomorpha" "Talpa stankovici" 71.12 NA NA NA
"Pilosa" "Tamandua mexicana" 4178.51 NA 0.22 NA
"Pilosa" "Tamandua tetradactyla" 4800 559.33 2.72 1
"Rodentia" "Tamias alpinus" 36.54 104.65 NA 4.5
"Rodentia" "Tamias amoenus" 50.63 118.06 0.008434861 4.99
"Rodentia" "Tamias bulleri" 100 135.85 NA 2.43
"Rodentia" "Tamias canipes" 70.2 131.4 NA 3.88
"Rodentia" "Tamias cinereicollis" 61.59 128 NA 4.89
"Rodentia" "Tamias dorsalis" 63.66 125.38 0.01 4.99
"Rodentia" "Tamias durangae" 84.99 133.91 NA 2.38
"Rodentia" "Tamias merriami" 74.77 133.95 NA 4.5
"Rodentia" "Tamias minimus" 42.87 111.56 0.01 4.95
"Rodentia" "Tamias obscurus" 72.99 128.11 NA 3.49
"Rodentia" "Tamias ochrogenys" 91.69 151.04 NA NA
"Rodentia" "Tamias palmeri" 60.74 125.02 NA 3.93
"Rodentia" "Tamias panamintinus" 51.73 115.99 NA 4.04
"Rodentia" "Tamias quadrimaculatus" 83.62 140.12 0.005589918 5.93
"Rodentia" "Tamias quadrivittatus" 57.49 122.41 0.02 3.92
"Rodentia" "Tamias ruficaudus" 60.06 124.26 NA 4.85
"Rodentia" "Tamias rufus" 53.6 NA 0.007408495 NA
"Rodentia" "Tamias senex" 89.35 145.45 0.01 4.37
"Rodentia" "Tamias sibiricus" 94.16 148.7 0.001508451 5.01
"Rodentia" "Tamias siskiyou" 75 145.27 NA NA
"Rodentia" "Tamias sonomae" 75 133.63 NA 4
"Rodentia" "Tamias speciosus" 60.83 124.69 0.01 4.14
"Rodentia" "Tamias striatus" NA 146.47 NA NA
"Rodentia" "Tamias townsendii" 79.12 139.23 0.0072278 3.75
"Rodentia" "Tamias umbrinus" 51.75 123.66 0.02 6.8
"Rodentia" "Tamiasciurus douglasii" 225 190.96 0.003531743 5.49
"Rodentia" "Tamiasciurus hudsonicus" 200.24 188.42 0.007743219 3.93
"Rodentia" "Tamiasciurus mearnsi" NA NA NA NA
"Rodentia" "Tamiops maritimus" 66.77 132.31 NA 2.59
"Rodentia" "Tamiops mcclellandii" 45.84 104.61 NA 2.38
"Rodentia" "Tamiops rodolphii" NA NA NA NA
"Rodentia" "Tamiops swinhoei" NA NA NA 3.4
"Rodentia" "Tapecomys primus" NA NA NA NA
"Chiroptera" "Taphozous achates" NA NA NA NA
"Chiroptera" "Taphozous australis" NA NA NA NA
"Chiroptera" "Taphozous georgianus" 30.52 NA NA 1
"Chiroptera" "Taphozous hamiltoni" NA NA NA NA
"Chiroptera" "Taphozous hildegardeae" 29.37 NA NA 1
"Chiroptera" "Taphozous hilli" 21.99 NA NA NA
"Chiroptera" "Taphozous kapalgensis" 26.45 NA NA NA
"Chiroptera" "Taphozous longimanus" 25.11 NA NA 0.99
"Chiroptera" "Taphozous mauritianus" 27.97 84.99 NA 1
"Chiroptera" "Taphozous melanopogon" 25.99 NA NA 0.99
"Chiroptera" "Taphozous nudiventris" 32.49 85.99 NA 1
"Chiroptera" "Taphozous perforatus" 24.43 72.49 NA 0.99
"Chiroptera" "Taphozous theobaldi" 36.83 NA NA NA
"Chiroptera" "Taphozous troughtoni" NA NA NA NA
"Perissodactyla" "Tapirus bairdii" 293781.59 2199.99 1.15 1
"Perissodactyla" "Tapirus indicus" 311209.19 2224.85 9.4 1
"Primates" "Tarsius sangirensis" 165 NA NA 1.02
"Primates" "Tarsius syrichta" 115.91 117.74 0.007129928 1.01
"Rodentia" "Abditomys latidens" 268.09 224 NA NA
"Rodentia" "Abeomelomys sevia" 54.88 127.29 NA 1
"Rodentia" "Abrawayaomys ruschii" 62.99 NA NA NA
"Rodentia" "Abrocoma bennettii" 250.5 NA NA 4.86
"Rodentia" "Abrocoma boliviensis" 158 NA NA NA
"Rodentia" "Abrocoma budini" NA NA NA NA
"Rodentia" "Abrocoma cinerea" 193.64 NA NA 2.19
"Rodentia" "Abrocoma famatina" NA NA NA NA
"Rodentia" "Abrocoma shistacea" NA NA NA NA
"Rodentia" "Abrocoma uspallata" NA NA NA NA
"Rodentia" "Abrocoma vaccarum" NA NA NA NA
"Rodentia" "Abrothrix andinus" 24.91 NA NA NA
"Rodentia" "Abrothrix hershkovitzi" NA NA NA NA
"Rodentia" "Abrothrix illuteus" 47.79 NA NA NA
"Rodentia" "Abrothrix jelskii" 34.5 NA NA NA
"Rodentia" "Abrothrix lanosus" 27.83 NA NA NA
"Rodentia" "Abrothrix longipilis" 38.86 NA NA 3.7
"Rodentia" "Abrothrix markhami" NA NA NA NA
"Rodentia" "Abrothrix olivaceus" 24.52 96.69 0.000448137 5.34
"Rodentia" "Abrothrix sanborni" 24.7 NA NA NA
"Chiroptera" "Acerodon celebensis" 384.84 201.25 NA 0.98
"Chiroptera" "Acerodon humilis" NA NA NA NA
"Chiroptera" "Acerodon jubatus" 1087.04 NA NA 1
"Chiroptera" "Acerodon leucotis" NA NA NA NA
"Chiroptera" "Acerodon mackloti" 467.93 NA NA 0.98
"Carnivora" "Acinonyx jubatus" 50577.92 1480.43 88.27 3.28
"Rodentia" "Acomys airensis" NA NA NA NA
"Rodentia" "Akodon affinis" 24.89 NA NA NA
"Rodentia" "Akodon albiventer" 25.95 NA NA NA
"Rodentia" "Akodon aliquantulus" NA NA NA NA
"Rodentia" "Akodon azarae" 25.27 NA NA 4.59
"Rodentia" "Akodon bogotensis" 12.99 NA NA NA
"Rodentia" "Akodon boliviensis" 27.5 NA NA 4.86
"Rodentia" "Akodon budini" 26.9 NA NA NA
"Rodentia" "Akodon cursor" 39.84 NA NA NA
"Rodentia" "Akodon dayi" 32.49 NA NA NA
"Rodentia" "Akodon dolores" 50.49 NA NA 3.89
"Rodentia" "Akodon fumeus" 22.69 NA NA NA
"Rodentia" "Akodon iniscatus" 28.7 NA NA NA
"Rodentia" "Akodon juninensis" 38.99 NA NA NA
"Rodentia" "Akodon kofordi" 29.49 NA NA NA
"Rodentia" "Akodon latebricola" 38.99 NA NA NA
"Rodentia" "Akodon leucolimnaeus" NA NA NA NA
"Rodentia" "Akodon lindberghi" 26.4 NA NA NA
"Rodentia" "Akodon lutescens" 20.69 97 NA NA
"Rodentia" "Akodon mimus" 23.99 NA NA NA
"Rodentia" "Akodon molinae" 32.99 NA NA 3.77
"Rodentia" "Akodon mollis" 30.39 NA NA NA
"Rodentia" "Akodon montensis" NA 75 NA NA
"Rodentia" "Akodon mystax" NA NA NA NA
"Rodentia" "Akodon neocenus" 42.39 NA NA NA
"Rodentia" "Akodon oenos" NA NA NA NA
"Rodentia" "Akodon orophilus" 38.99 NA NA NA
"Rodentia" "Akodon paranaensis" NA NA NA NA
"Rodentia" "Akodon pervalens" NA NA NA NA
"Rodentia" "Akodon reigi" NA NA NA NA
"Rodentia" "Akodon sanctipaulensis" 27.1 88.25 NA NA
"Rodentia" "Akodon serrensis" 28.3 95.97 NA NA
"Rodentia" "Akodon siberiae" 34.6 NA NA NA
"Rodentia" "Akodon simulator" 42.5 NA NA NA
"Rodentia" "Akodon spegazzinii" 28.6 98.99 NA NA
"Rodentia" "Akodon subfuscus" 30.39 NA NA NA
"Rodentia" "Akodon surdus" 38.99 NA NA NA
"Rodentia" "Akodon sylvanus" 38.99 NA NA NA
"Rodentia" "Akodon toba" 51.2 NA NA NA
"Rodentia" "Akodon torques" 38.99 NA NA NA
"Rodentia" "Akodon varius" 40 NA NA NA
"Artiodactyla" "Alcelaphus buselaphus" 160937.86 1974.99 2.73 1
"Artiodactyla" "Alcelaphus caama" 176115.97 NA NA NA
"Artiodactyla" "Alcelaphus lichtensteinii" 168695.66 NA 4.41 0.98
"Artiodactyla" "Alces alces" 461900.76 2930.47 71.75 1.25
"Artiodactyla" "Alces americanus" 541460.44 2097.16 NA 1
"Chiroptera" "Alionycteris paucidentata" 16.24 63.8 NA NA
"Rodentia" "Allactaga balikunica" NA NA NA NA
"Rodentia" "Allactaga bullata" NA NA NA 2.52
"Rodentia" "Allactaga elater" 59 NA NA 4.47
"Rodentia" "Allactaga euphratica" 232 NA NA 4.99
"Rodentia" "Allactaga firouzi" NA NA NA NA
"Rodentia" "Allactaga hotsoni" NA NA NA NA
"Rodentia" "Allactaga major" NA NA NA 3.49
"Rodentia" "Allactaga severtzovi" NA NA NA 3.93
"Rodentia" "Allactaga sibirica" NA NA NA 3.44
"Rodentia" "Allactaga tetradactyla" 52 NA NA NA
"Rodentia" "Allactaga vinogradovi" NA NA NA NA
"Rodentia" "Allactaga williamsi" NA NA NA NA
"Rodentia" "Allactodipus bobrinskii" NA NA NA 5.15
"Primates" "Allenopithecus nigroviridis" 4749.96 459.99 NA 1.01
"Primates" "Allocebus trichotis" 78.09 133.99 NA 1
"Rodentia" "Allocricetulus curtatus" NA NA NA 5.19
"Rodentia" "Allocricetulus eversmanni" NA NA NA 4.99
"Primates" "Alouatta belzebul" 6157.91 550.38 NA NA
"Primates" "Alouatta caraya" 5576.96 558.16 NA 1.01
"Primates" "Alouatta coibensis" NA NA NA NA
"Primates" "Alouatta guariba" 5188.33 514.53 0.03 NA
"Primates" "Alouatta macconnelli" NA NA NA NA
"Primates" "Alouatta nigerrima" NA NA NA NA
"Primates" "Alouatta palliata" 6576.99 576.35 0.19 1.02
"Primates" "Alouatta pigra" 7172.06 566.94 0.3 1.01
"Primates" "Alouatta sara" 6611.04 NA NA NA
"Primates" "Alouatta seniculus" 6398.31 560.21 0.1 1.42
"Rodentia" "Alticola albicaudus" NA NA NA NA
"Rodentia" "Alticola argentatus" 37.69 107.18 NA 4.57
"Rodentia" "Alticola barakshin" NA NA NA NA
"Rodentia" "Alticola lemminus" NA NA NA NA
"Rodentia" "Alticola macrotis" NA NA NA NA
"Rodentia" "Alticola montosa" NA NA NA NA
"Rodentia" "Alticola olchonensis" NA NA NA NA
"Rodentia" "Alticola roylei" 37 NA NA 5.44
"Rodentia" "Alticola semicanus" NA NA NA NA
"Rodentia" "Alticola stoliczkanus" 30.14 108.4 NA 7.77
"Rodentia" "Alticola strelzowi" 49.99 116.65 NA 6.9
"Rodentia" "Alticola tuvinicus" NA NA NA NA
"Rodentia" "Amblyrhiza inundata" NA NA NA NA
"Afrosoricida" "Amblysomus corriae" NA NA NA NA
"Afrosoricida" "Amblysomus hottentotus" 62.6 121.49 0.000334208 1.86
"Afrosoricida" "Amblysomus marleyi" NA NA NA NA
"Afrosoricida" "Amblysomus robustus" NA NA NA NA
"Afrosoricida" "Amblysomus septentrionalis" NA NA NA NA
"Chiroptera" "Ametrida centurio" 10.61 NA NA 0.98
"Rodentia" "Ammodillus imbellis" 49.99 95.49 NA NA
"Artiodactyla" "Ammodorcas clarkei" 28049.81 1509.96 NA 1
"Rodentia" "Ammospermophilus harrisii" 126.57 159.17 NA 6.32
"Rodentia" "Ammospermophilus insularis" NA 151 NA NA
"Rodentia" "Ammospermophilus interpres" 112.53 151.34 NA 9.36
"Rodentia" "Ammospermophilus leucurus" 103.92 151.14 0.04 8
"Rodentia" "Ammospermophilus nelsoni" 160.42 168.38 0.03 8.9
"Artiodactyla" "Ammotragus lervia" 94202.22 1449.99 7.06 1.22
"Chiroptera" "Amorphochilus schnablii" NA NA NA 0.99
"Rodentia" "Amphinectomys savamis" NA NA NA NA
"Scandentia" "Anathana ellioti" 160 NA NA 4.84
"Rodentia" "Andalgalomys olrogi" 32.9 96.24 NA NA
"Rodentia" "Andalgalomys pearsoni" 25.4 101.64 NA NA
"Rodentia" "Andalgalomys roigi" NA NA NA NA
"Rodentia" "Andinomys edax" 69.75 NA NA 2.91
"Rodentia" "Anisomys imitator" 510.5 263.83 NA NA
"Rodentia" "Anomalurus beecrofti" 479.07 NA NA 0.98
"Rodentia" "Anomalurus derbianus" 665.84 356.94 0.04 1
"Rodentia" "Anomalurus pelii" 1769.99 NA NA 2.5
"Rodentia" "Anomalurus pusillus" 250 196.56 NA NA
"Rodentia" "Anonymomys mindorensis" NA 122.85 NA NA
"Rodentia" "Anotomys leander" 66.39 NA NA 0.97
"Chiroptera" "Anoura caudifer" 10.81 58.32 NA 0.99
"Chiroptera" "Anoura cultrata" 17.39 NA NA 1.22
"Chiroptera" "Anoura geoffroyi" 15.15 NA NA 0.99
"Chiroptera" "Anoura latidens" 15.06 NA NA NA
"Chiroptera" "Anoura luismanueli" NA NA NA NA
"Soricomorpha" "Anourosorex assamensis" NA NA NA NA
"Soricomorpha" "Anourosorex schmidi" NA NA NA NA
"Soricomorpha" "Anourosorex squamipes" 20 94.76 NA 2.82
"Soricomorpha" "Anourosorex yamashinai" NA NA NA NA
"Dasyuromorphia" "Antechinomys laniger" 25.57 NA NA 5.99
"Dasyuromorphia" "Antechinus adustus" NA NA NA NA
"Dasyuromorphia" "Antechinus agilis" 22.13 NA NA 10
"Dasyuromorphia" "Antechinus bellus" 38.73 114.62 NA 10.08
"Dasyuromorphia" "Antechinus flavipes" 44.33 NA NA 8.54
"Dasyuromorphia" "Antechinus godmani" 75.74 NA NA 4.58
"Dasyuromorphia" "Antechinus leo" 70.09 NA NA 8.19
"Dasyuromorphia" "Antechinus minimus" 52.56 NA NA 7.19
"Dasyuromorphia" "Antechinus stuartii" 29.01 NA 0.008782702 6.89
"Dasyuromorphia" "Antechinus subtropicus" NA NA NA NA
"Dasyuromorphia" "Antechinus swainsonii" 58.69 NA NA 8.24
"Chiroptera" "Anthops ornatus" NA NA NA NA
"Artiodactyla" "Antidorcas marsupialis" 33571.24 1055 NA 1
"Artiodactyla" "Antilocapra americana" 47450.01 1310 8.05 1.93
"Artiodactyla" "Antilope cervicapra" 36301.1 1250 0.62 1.22
"Chiroptera" "Antrozous pallidus" 22.24 NA NA 1.78
"Carnivora" "Aonyx capensis" 19322.22 815.2 99.74 2.62
"Carnivora" "Aonyx cinerea" 3527.59 516.47 NA 1.47
"Primates" "Aotus azarae" 929.57 NA NA 1
"Primates" "Aotus hershkovitzi" 800 NA NA NA
"Primates" "Aotus lemurinus" 865.96 305 NA 1.01
"Primates" "Aotus miconax" 800 NA NA NA
"Primates" "Aotus nancymaae" 791.03 NA NA 1.02
"Primates" "Aotus nigriceps" 1057 357.99 NA NA
"Primates" "Aotus trivirgatus" 912.4 357.99 0.02 1.06
"Primates" "Aotus vociferans" 872.99 NA NA 1.02
"Rodentia" "Aplodontia rufa" 806.21 306.95 0.001352133 2.46
"Rodentia" "Apodemus agrarius" 21.11 NA NA 5.64
"Rodentia" "Apodemus alpicola" NA NA NA NA
"Rodentia" "Apodemus argenteus" NA NA NA NA
"Rodentia" "Apodemus chevrieri" NA NA NA NA
"Rodentia" "Apodemus draco" NA NA NA NA
"Rodentia" "Apodemus epimelas" NA NA NA NA
"Rodentia" "Apodemus flavicollis" 31.6 103.12 0.001253831 4.94
"Rodentia" "Apodemus gurkha" NA NA NA NA
"Rodentia" "Apodemus hyrcanicus" NA NA NA NA
"Rodentia" "Apodemus latronum" NA NA NA NA
"Rodentia" "Apodemus mystacinus" 43.84 NA NA 3.88
"Rodentia" "Apodemus pallipes" NA NA NA NA
"Rodentia" "Apodemus peninsulae" NA NA NA 4.41
"Rodentia" "Apodemus ponticus" NA NA NA NA
"Rodentia" "Apodemus rusiges" NA NA NA NA
"Rodentia" "Apodemus semotus" 25.77 91.25 NA 3.56
"Rodentia" "Apodemus speciosus" 43.75 NA NA 4.47
"Rodentia" "Apodemus sylvaticus" 21.9 87.51 0.007114139 5.16
"Rodentia" "Apodemus uralensis" 18.26 NA NA 5.72
"Rodentia" "Apodemus witherbyi" 20.66 NA NA NA
"Rodentia" "Apomys abrae" 34.88 109.5 NA NA
"Rodentia" "Apomys datae" 34.88 109.5 NA NA
"Rodentia" "Apomys gracilirostris" NA NA NA NA
"Rodentia" "Apomys hylocetes" 34.88 109.5 NA NA
"Rodentia" "Apomys insignis" 34.88 109.5 NA NA
"Rodentia" "Apomys littoralis" 30.95 109.5 NA NA
"Rodentia" "Apomys microdon" 34.98 109.5 NA NA
"Rodentia" "Apomys musculus" 21.2 109.5 0.002683942 NA
"Rodentia" "Apomys sacobianus" 34.88 109.5 NA NA
"Chiroptera" "Aproteles bulmerae" 623.91 245.47 NA 1
"Rodentia" "Arborimus albipes" 23 103.72 NA 2.73
"Rodentia" "Arborimus longicaudus" 22.39 103.72 NA 2.91
"Rodentia" "Arborimus pomo" 32.49 99.06 NA 2
"Rodentia" "Archboldomys luzonensis" 35.34 70 NA NA
"Rodentia" "Archboldomys musseri" NA NA NA NA
"Carnivora" "Arctictis binturong" 12999.99 785.15 NA 2.5
"Primates" "Arctocebus aureus" 234.16 NA NA NA
"Primates" "Arctocebus calabarensis" 258.01 239.99 NA 1.01
"Carnivora" "Arctocephalus australis" 67979.43 1647.58 NA 1
"Carnivora" "Arctocephalus forsteri" 101249.99 1701.17 NA 1
"Carnivora" "Arctocephalus galapagoensis" 39448.04 1352.21 NA 1
"Carnivora" "Arctocephalus gazella" 96599.99 1568.56 NA 1
"Carnivora" "Arctocephalus philippii" 94999.99 1694.94 NA 1
"Carnivora" "Arctocephalus pusillus" 178500 1899.33 NA 1
"Carnivora" "Arctocephalus townsendi" 101063.71 1704.41 NA 1
"Carnivora" "Arctocephalus tropicalis" 92222.55 1620.16 NA 1.4
"Carnivora" "Arctogalidia trivirgata" 2323.79 526.9 NA 2.79
"Carnivora" "Arctonyx collaris" 8166.52 690.22 NA 3
"Chiroptera" "Ardops nichollsi" 19.23 NA NA 0.99
"Chiroptera" "Arielulus aureocollaris" NA NA NA NA
"Chiroptera" "Arielulus circumdatus" 10.4 NA NA NA
"Chiroptera" "Arielulus cuprosus" NA NA NA NA
"Chiroptera" "Arielulus societatis" NA NA NA NA
"Chiroptera" "Arielulus torquatus" NA NA NA NA
"Chiroptera" "Ariteus flavescens" NA NA NA NA
"Chiroptera" "Artibeus amplus" 61.04 NA NA NA
"Chiroptera" "Artibeus anderseni" NA NA NA 0.98
"Chiroptera" "Artibeus aztecus" 20.81 NA NA 0.99
"Chiroptera" "Artibeus cinereus" 12.7 NA NA 0.99
"Chiroptera" "Artibeus concolor" 19.65 NA NA NA
"Chiroptera" "Artibeus fimbriatus" 63.89 NA NA NA
"Chiroptera" "Artibeus fraterculus" NA NA NA 0.98
"Chiroptera" "Artibeus glaucus" 12.31 NA NA NA
"Chiroptera" "Artibeus gnomus" 10.06 NA NA NA
"Chiroptera" "Artibeus hirsutus" 40.42 NA NA 0.98
"Chiroptera" "Artibeus incomitatus" NA NA NA NA
"Chiroptera" "Artibeus inopinatus" NA NA NA NA
"Chiroptera" "Artibeus jamaicensis" 43.63 78.3 NA 1
"Chiroptera" "Artibeus lituratus" 59.3 95.35 NA 1
"Chiroptera" "Artibeus obscurus" 35.91 NA NA 0.98
"Chiroptera" "Artibeus phaeotis" 11.69 55.5 NA 0.99
"Chiroptera" "Artibeus toltecus" 15.47 NA NA 0.99
"Chiroptera" "Artibeus watsoni" 11.2 NA NA 1
"Rodentia" "Arvicanthis abyssinicus" 73.34 NA NA NA
"Rodentia" "Arvicanthis ansorgei" NA NA NA NA
"Rodentia" "Arvicanthis blicki" 128 NA NA NA
"Rodentia" "Arvicanthis nairobae" NA NA NA NA
"Rodentia" "Arvicanthis neumanni" NA NA NA NA
"Rodentia" "Arvicanthis niloticus" 95.8 NA NA 4.86
"Rodentia" "Arvicanthis rufinus" NA NA NA NA
"Rodentia" "Arvicola amphibius" 120 193.57 NA 4.76
"Rodentia" "Arvicola sapidus" 219.99 NA NA 3.21
"Rodentia" "Arvicola scherman" NA NA NA NA
"Chiroptera" "Asellia patrizii" NA NA NA NA
"Chiroptera" "Asellia tridens" 12.94 56 NA NA
"Chiroptera" "Aselliscus stoliczkanus" 6.09 NA NA NA
"Chiroptera" "Aselliscus tricuspidatus" 4.08 NA NA 0.99
"Erinaceomorpha" "Atelerix albiventris" 293.44 159.29 NA 3.98
"Primates" "Tarsius tarsier" 168.04 120.21 0.02 1
"Rodentia" "Tarsomys apoensis" NA 156.99 NA NA
"Rodentia" "Tarsomys echinatus" NA NA NA NA
"Cetacea" "Tasmacetus shepherdi" 2500000 NA NA NA
"Rodentia" "Tateomys macrocercus" NA NA NA NA
"Rodentia" "Tateomys rhinogradoides" NA NA NA NA
"Rodentia" "Tatera indica" 138.28 NA 0.001368298 4.99
"Rodentia" "Taterillus arenarius" 47 NA NA NA
"Rodentia" "Taterillus congicus" NA NA NA NA
"Rodentia" "Taterillus emini" 52 NA NA 3.76
"Rodentia" "Taterillus gracilis" 49.9 NA NA 4
"Rodentia" "Taterillus harringtoni" NA NA NA NA
"Rodentia" "Taterillus lacustris" NA NA NA NA
"Rodentia" "Taterillus petteri" NA NA NA NA
"Rodentia" "Taterillus pygargus" 60.19 NA 0.000415138 4.47
"Rodentia" "Taterillus tranieri" NA NA NA NA
"Artiodactyla" "Taurotragus derbianus" 646024.25 2522.02 NA NA
"Artiodactyla" "Taurotragus oryx" 562592.69 2656.78 195.15 1
"Carnivora" "Taxidea taxus" 7842.15 558.35 3.44 2.76
"Artiodactyla" "Tayassu pecari" 31798.71 1110 40.97 2
"Afrosoricida" "Tenrec ecaudatus" 887.59 327.5 NA 16.89
"Artiodactyla" "Tetracerus quadricornis" 19282.12 1000 NA 1.65
"Rodentia" "Thallomys loringi" NA NA NA NA
"Rodentia" "Thallomys nigricauda" 124.49 NA NA NA
"Rodentia" "Thallomys paedulcus" 77.7 NA NA 3.2
"Rodentia" "Thallomys shortridgei" NA NA NA NA
"Rodentia" "Thalpomys cerradensis" 23.99 NA NA NA
"Rodentia" "Thalpomys lasiotis" 23.99 NA NA NA
"Rodentia" "Thamnomys kempi" 75 NA NA NA
"Rodentia" "Thamnomys major" NA NA NA NA
"Rodentia" "Thamnomys venustus" 61.88 NA NA 1.33
"Rodentia" "Thaptomys nigrita" 19.9 NA NA NA
"Primates" "Theropithecus gelada" 15964.11 620 1.16 1.01
"Rodentia" "Thomasomys apeco" NA NA NA NA
"Rodentia" "Thomasomys aureus" 87.99 NA NA NA
"Rodentia" "Thomasomys baeops" 77 NA NA NA
"Rodentia" "Thomasomys bombycinus" 114.5 NA NA NA
"Rodentia" "Thomasomys caudivarius" NA 114.37 NA NA
"Rodentia" "Thomasomys cinereiventer" 77 NA NA NA
"Rodentia" "Thomasomys cinereus" 77 NA NA NA
"Rodentia" "Thomasomys cinnameus" NA NA NA NA
"Rodentia" "Thomasomys daphne" 77 NA NA NA
"Rodentia" "Thomasomys eleusis" 77 NA NA NA
"Rodentia" "Thomasomys erro" NA NA NA NA
"Rodentia" "Thomasomys gracilis" 77 NA NA NA
"Rodentia" "Thomasomys hudsoni" NA NA NA NA
"Rodentia" "Thomasomys hylophilus" 77 NA NA NA
"Rodentia" "Thomasomys incanus" 77 NA NA NA
"Rodentia" "Thomasomys ischyrus" 77 NA NA NA
"Rodentia" "Thomasomys kalinowskii" 77 NA NA NA
"Rodentia" "Thomasomys ladewi" 77 NA NA NA
"Rodentia" "Thomasomys laniger" 35.74 111.66 NA NA
"Rodentia" "Thomasomys macrotis" NA NA NA NA
"Rodentia" "Thomasomys monochromos" 77 NA NA NA
"Rodentia" "Thomasomys niveipes" 54.09 120.63 NA NA
"Rodentia" "Thomasomys notatus" 77 NA NA NA
"Rodentia" "Thomasomys onkiro" NA NA NA NA
"Rodentia" "Thomasomys oreas" 77 NA NA NA
"Rodentia" "Thomasomys paramorum" 77 NA NA NA
"Rodentia" "Thomasomys popayanus" NA NA NA NA
"Rodentia" "Thomasomys praetor" NA NA NA NA
"Rodentia" "Thomasomys pyrrhonotus" 77 NA NA NA
"Rodentia" "Thomasomys rhoadsi" 77 NA NA NA
"Rodentia" "Thomasomys rosalinda" 77 NA NA NA
"Rodentia" "Thomasomys silvestris" 77 106.3 NA NA
"Rodentia" "Thomasomys taczanowskii" 77 NA NA NA
"Rodentia" "Thomasomys ucucha" NA NA NA NA
"Rodentia" "Thomasomys vestitus" 76.5 NA NA NA
"Rodentia" "Thomasomys vulcani" NA NA NA NA
"Rodentia" "Thomomys bottae" 122.7 156.56 9.89232e-05 4.61
"Rodentia" "Thomomys bulbivorus" 359.9 199.44 NA 4.99
"Rodentia" "Thomomys clusius" NA NA NA 6.5
"Rodentia" "Thomomys idahoensis" NA NA NA NA
"Rodentia" "Thomomys mazama" 93.07 144.99 9.05052e-05 3.79
"Rodentia" "Thomomys monticola" 80.99 NA 5.73596e-05 3.49
"Rodentia" "Thomomys talpoides" 104.64 152.04 NA 4.86
"Rodentia" "Thomomys townsendii" 263.35 183.92 NA 6.15
"Rodentia" "Thomomys umbrinus" 125.56 NA NA 2.2
"Chiroptera" "Thoopterus nigrescens" 66.12 104.48 NA 0.98
"Rodentia" "Thrichomys apereoides" 297.53 NA NA 3.2
"Rodentia" "Thrichomys inermis" NA NA NA NA
"Rodentia" "Thrichomys pachyurus" NA NA NA NA
"Rodentia" "Thryonomys gregorianus" 2707.14 NA NA 2.91
"Rodentia" "Thryonomys swinderianus" 3750.85 NA NA 3.88
"Dasyuromorphia" "Thylacinus cynocephalus" 29999.99 NA NA 3
"Didelphimorphia" "Thylamys cinderella" NA NA NA NA
"Didelphimorphia" "Thylamys elegans" 28.9 120.71 0.000705614 10.6
